DetalleID,VentaID,ProductoID,Cantidad,Precio unitario
9587,3193,5,5,55.36
9588,3193,3,8,21.19
9589,3193,5,9,31.31
9590,3194,6,10,126.66
9591,3194,8,5,293.81
9592,3194,10,4,155.07
9593,3194,7,1,132.01
9594,3194,6,7,193.9
9595,3195,8,7,164.07
9596,3195,4,2,273.35
9597,3195,8,5,125.67
9598,3195,8,5,140.93
9599,3195,8,10,23.75
9600,3196,4,3,74.27
9601,3196,2,5,60.27
9602,3197,1,5,16.64
9603,3197,3,8,53.52
9604,3197,8,3,95.22
9605,3197,3,8,199.55
9606,3198,1,7,88.03
9607,3199,12,6,116.61
9608,3199,5,3,40.4
9609,3199,9,2,192.73
9610,3199,10,9,131.38
9611,3199,11,2,66.2
9612,3200,4,10,191.41
9613,3201,10,2,215.12
9614,3201,10,5,189.0
9615,3201,11,6,155.5
9616,3201,11,3,59.42
9617,3202,5,4,291.08
9618,3202,4,10,77.36
9619,3202,8,5,171.4
9620,3202,12,3,204.27
9621,3202,3,3,169.16
9622,3203,6,6,20.64
9623,3203,10,8,113.1
9624,3204,2,7,69.64
9625,3204,12,4,291.12
9626,3204,9,3,168.77
9627,3205,3,6,161.07
9628,3205,5,10,11.28
9629,3205,8,10,126.63
9630,3205,7,1,64.74
9631,3205,6,3,200.21
9632,3206,4,5,100.63
9633,3206,1,4,200.62
9634,3206,1,4,211.86
9635,3206,11,9,297.46
9636,3206,9,5,236.84
9637,3207,5,8,197.91
9638,3208,3,2,273.48
9639,3208,5,7,292.82
9640,3208,7,4,125.18
9641,3209,10,7,174.19
9642,3209,4,4,151.24
9643,3209,8,8,201.66
9644,3210,9,5,101.21
9645,3210,12,4,289.95
9646,3211,1,8,184.01
9647,3212,12,8,267.81
9648,3212,8,2,199.66
9649,3213,2,5,293.72
9650,3213,12,1,295.97
9651,3213,7,5,296.34
9652,3213,10,3,270.38
9653,3213,8,7,68.1
9654,3214,2,8,13.06
9655,3214,9,6,243.93
9656,3215,10,6,10.05
9657,3215,8,3,260.64
9658,3216,5,7,213.69
9659,3216,2,9,92.36
9660,3216,6,7,153.77
9661,3217,9,1,15.01
9662,3217,11,1,284.58
9663,3217,5,4,218.5
9664,3218,2,3,130.48
9665,3218,6,7,114.88
9666,3218,12,1,247.78
9667,3218,1,3,134.35
9668,3218,10,10,260.57
9669,3219,12,10,255.86
9670,3219,4,7,150.77
9671,3220,11,3,290.9
9672,3220,3,8,83.54
9673,3220,3,9,93.57
9674,3220,7,9,57.95
9675,3221,8,4,51.27
9676,3221,7,4,92.49
9677,3221,6,7,81.58
9678,3221,7,5,94.88
9679,3221,10,10,140.74
9680,3222,9,3,229.26
9681,3222,9,8,68.35
9682,3222,4,5,192.49
9683,3223,2,1,120.28
9684,3223,3,6,145.88
9685,3224,12,8,278.65
9686,3224,1,1,120.82
9687,3224,11,6,222.4
9688,3225,4,1,90.27
9689,3225,9,7,180.54
9690,3225,5,1,294.71
9691,3225,4,4,280.15
9692,3226,2,5,118.25
9693,3227,10,2,129.07
9694,3227,8,7,36.97
9695,3227,12,4,25.51
9696,3227,6,2,257.72
9697,3228,4,4,86.46
9698,3228,5,2,72.54
9699,3229,3,7,282.98
9700,3229,1,10,243.5
9701,3229,2,7,195.49
9702,3229,5,7,97.03
9703,3229,6,4,43.94
9704,3230,5,1,191.47
9705,3231,1,4,170.93
9706,3231,8,9,252.4
9707,3231,5,3,285.51
9708,3231,4,10,225.58
9709,3231,11,9,124.62
9710,3232,1,7,163.69
9711,3232,10,7,299.35
9712,3232,7,4,75.23
9713,3232,7,5,248.26
9714,3233,6,7,264.04
9715,3233,2,10,69.31
9716,3234,6,8,72.4
9717,3234,12,8,118.82
9718,3234,11,9,86.67
9719,3234,8,9,22.82
9720,3234,9,1,89.5
9721,3235,4,2,70.26
9722,3236,6,3,290.41
9723,3236,4,10,138.44
9724,3236,3,3,285.76
9725,3236,2,10,191.47
9726,3236,4,6,76.28
9727,3237,2,10,225.83
9728,3238,4,8,252.62
9729,3238,11,7,78.0
9730,3238,7,3,284.1
9731,3239,4,10,256.82
9732,3239,9,1,294.18
9733,3239,10,10,238.88
9734,3239,2,2,175.1
9735,3240,11,7,233.8
9736,3240,1,6,142.53
9737,3240,5,4,219.63
9738,3241,6,2,269.88
9739,3241,10,1,157.34
9740,3241,4,9,231.76
9741,3241,3,8,110.25
9742,3242,9,4,170.12
9743,3242,7,10,135.74
9744,3242,3,1,132.83
9745,3243,1,7,190.17
9746,3243,5,3,155.51
9747,3244,7,1,248.7
9748,3245,3,10,201.35
9749,3245,3,5,38.39
9750,3245,1,4,104.78
9751,3245,8,8,127.94
9752,3245,2,7,276.2
9753,3246,6,1,153.09
9754,3246,5,5,202.5
9755,3246,2,8,235.41
9756,3246,5,3,82.37
9757,3247,1,7,141.47
9758,3247,11,9,60.84
9759,3247,5,6,245.31
9760,3247,8,7,31.37
9761,3248,2,1,29.19
9762,3248,8,6,241.32
9763,3248,7,6,224.78
9764,3248,5,3,32.18
9765,3249,7,10,118.5
9766,3249,12,5,60.42
9767,3250,11,7,126.36
9768,3251,4,3,217.33
9769,3251,6,7,202.54
9770,3252,2,9,87.8
9771,3253,9,3,185.99
9772,3253,2,8,125.59
9773,3253,10,8,254.04
9774,3253,3,3,267.87
9775,3253,6,2,240.25
9776,3254,2,4,228.64
9777,3254,10,3,144.92
9778,3254,3,9,39.09
9779,3254,2,3,69.37
9780,3254,12,5,195.64
9781,3255,11,7,289.16
9782,3255,1,9,247.67
9783,3256,2,6,76.52
9784,3256,6,5,19.59
9785,3256,7,10,13.7
9786,3256,9,6,156.24
9787,3257,6,1,57.83
9788,3258,5,9,194.1
9789,3258,10,5,260.09
9790,3258,2,9,34.1
9791,3259,9,7,255.24
9792,3260,12,6,136.83
9793,3261,1,10,230.04
9794,3261,11,4,272.72
9795,3261,9,1,39.53
9796,3261,8,9,31.55
9797,3261,10,1,17.0
9798,3262,5,6,37.5
9799,3262,10,6,220.96
9800,3263,2,4,208.08
9801,3263,9,10,246.33
9802,3263,12,4,74.3
9803,3263,11,2,109.75
9804,3263,4,6,251.5
9805,3264,2,8,232.11
9806,3264,2,2,39.82
9807,3264,1,9,183.61
9808,3264,8,9,114.93
9809,3264,1,10,79.74
9810,3265,1,5,116.65
9811,3265,10,4,277.73
9812,3265,6,4,81.14
9813,3266,11,7,268.69
9814,3266,6,6,70.75
9815,3266,5,9,277.92
9816,3266,4,10,189.88
9817,3267,6,4,112.9
9818,3267,7,5,66.43
9819,3268,5,2,151.93
9820,3268,6,4,247.08
9821,3268,7,6,278.43
9822,3268,8,2,219.72
9823,3269,12,1,206.71
9824,3269,1,1,178.64
9825,3269,5,4,140.18
9826,3269,9,7,282.94
9827,3270,9,4,39.32
9828,3270,5,1,33.56
9829,3270,10,5,73.11
9830,3270,7,10,157.36
9831,3270,8,7,239.93
9832,3271,7,6,173.09
9833,3272,3,7,165.22
9834,3273,11,5,113.79
9835,3273,1,2,28.71
9836,3273,9,1,294.75
9837,3273,2,10,241.42
9838,3274,7,1,90.29
9839,3274,12,1,246.05
9840,3274,3,3,177.29
9841,3275,3,1,91.51
9842,3275,4,1,289.97
9843,3275,6,4,56.56
9844,3275,2,3,212.15
9845,3276,4,4,115.4
9846,3276,2,8,144.82
9847,3276,5,8,216.32
9848,3276,6,1,286.48
9849,3276,8,3,211.39
9850,3277,11,8,171.41
9851,3277,7,5,165.1
9852,3278,12,4,192.47
9853,3278,7,1,204.49
9854,3279,6,6,84.38
9855,3279,9,1,125.68
9856,3279,8,3,90.66
9857,3280,5,5,74.96
9858,3280,2,5,163.26
9859,3281,5,5,161.53
9860,3281,5,1,248.35
9861,3281,1,6,46.72
9862,3282,8,5,239.07
9863,3283,2,3,65.29
9864,3283,3,7,75.58
9865,3283,8,10,252.99
9866,3283,1,6,94.64
9867,3283,10,4,287.95
9868,3284,1,6,239.51
9869,3284,8,1,250.5
9870,3285,2,5,19.84
9871,3285,6,10,281.76
9872,3285,11,7,135.39
9873,3285,7,3,259.25
9874,3286,8,7,148.7
9875,3287,10,8,212.47
9876,3287,4,1,256.64
9877,3287,5,2,98.78
9878,3287,4,1,233.65
9879,3287,3,10,286.26
9880,3288,8,2,13.98
9881,3288,12,1,163.34
9882,3288,9,6,212.87
9883,3288,3,7,221.35
9884,3289,9,10,130.7
9885,3289,9,10,99.17
9886,3289,3,9,182.07
9887,3289,7,8,175.77
9888,3289,12,7,181.64
9889,3290,12,3,123.72
9890,3290,9,9,233.4
9891,3291,9,8,225.3
9892,3291,1,6,260.13
9893,3291,5,9,159.79
9894,3292,12,6,50.73
9895,3292,5,7,61.71
9896,3292,11,8,121.23
9897,3292,3,5,199.46
9898,3292,5,1,200.42
9899,3293,4,2,187.19
9900,3293,2,8,241.3
9901,3294,7,3,136.41
9902,3294,5,6,273.78
9903,3294,3,6,27.85
9904,3295,8,8,94.76
9905,3295,6,10,220.27
9906,3295,2,2,120.58
9907,3295,1,9,95.0
9908,3296,12,5,289.62
9909,3297,8,5,251.96
9910,3297,11,3,108.33
9911,3297,5,3,60.27
9912,3297,1,10,196.32
9913,3297,3,6,263.68
9914,3298,4,3,253.45
9915,3299,9,9,266.55
9916,3299,11,8,111.54
9917,3299,3,10,183.22
9918,3299,7,8,16.47
9919,3300,10,2,285.42
9920,3301,9,7,268.71
9921,3301,5,3,112.04
9922,3302,9,9,181.05
9923,3302,6,10,46.48
9924,3302,4,5,69.81
9925,3302,5,4,290.97
9926,3303,3,4,131.49
9927,3303,4,3,277.16
9928,3303,4,6,207.39
9929,3303,4,6,105.73
9930,3304,11,7,114.92
9931,3304,3,2,150.7
9932,3304,11,5,60.92
9933,3305,7,9,108.39
9934,3305,11,7,100.58
9935,3306,5,2,237.05
9936,3307,10,1,251.1
9937,3307,6,3,47.24
9938,3307,7,10,245.04
9939,3307,3,4,166.04
9940,3308,2,3,35.39
9941,3308,1,6,82.82
9942,3308,9,7,196.46
9943,3308,3,6,151.66
9944,3308,6,2,280.74
9945,3309,8,4,210.94
9946,3309,3,4,97.86
9947,3310,8,2,279.54
9948,3311,7,8,157.97
9949,3312,1,4,222.63
9950,3312,6,2,60.19
9951,3313,12,4,23.92
9952,3314,11,3,284.88
9953,3314,6,8,287.26
9954,3315,3,4,279.58
9955,3315,5,1,296.29
9956,3316,5,6,100.63
9957,3316,11,8,17.98
9958,3317,3,2,171.97
9959,3317,11,1,184.85
9960,3318,2,3,242.46
9961,3318,12,4,94.37
9962,3319,11,1,209.26
9963,3319,1,6,212.59
9964,3319,2,6,266.84
9965,3319,1,2,207.96
9966,3319,5,9,147.84
9967,3320,8,5,259.06
9968,3321,7,6,185.17
9969,3321,5,1,296.66
9970,3321,9,10,276.39
9971,3321,6,4,212.05
9972,3321,10,10,143.97
9973,3322,8,8,220.96
9974,3322,2,4,161.6
9975,3322,12,10,125.44
9976,3323,5,6,202.35
9977,3323,12,10,144.23
9978,3323,6,1,84.26
9979,3323,11,6,27.97
9980,3323,10,1,159.9
9981,3324,10,1,49.85
9982,3324,11,3,174.14
9983,3324,11,6,136.28
9984,3324,10,8,283.76
9985,3325,9,8,271.3
9986,3325,12,2,186.93
9987,3325,1,3,184.21
9988,3326,1,8,119.4
9989,3327,4,6,151.03
9990,3327,7,4,275.11
9991,3327,6,7,224.41
9992,3327,8,3,35.23
9993,3328,10,3,28.07
9994,3329,8,6,281.69
9995,3330,2,9,169.85
9996,3330,4,4,152.77
9997,3330,2,9,177.6
9998,3330,12,6,239.21
9999,3330,9,3,244.95
10000,3331,2,8,108.99
10001,3331,12,8,210.92
10002,3331,5,3,248.35
10003,3331,5,2,291.97
10004,3331,5,6,175.11
10005,3332,1,6,299.79
10006,3332,8,7,36.93
10007,3332,7,10,243.89
10008,3333,12,9,24.14
10009,3334,8,6,251.52
10010,3334,6,9,32.43
10011,3334,11,7,32.57
10012,3335,11,5,44.81
10013,3335,6,8,194.2
10014,3336,3,4,267.92
10015,3336,5,3,111.46
10016,3336,12,5,280.8
10017,3336,6,9,288.29
10018,3336,4,6,125.29
10019,3337,4,7,193.72
10020,3337,3,10,27.12
10021,3338,9,10,204.12
10022,3338,2,2,178.1
10023,3338,10,2,159.36
10024,3339,9,8,133.79
10025,3339,7,4,156.64
10026,3339,12,2,260.07
10027,3339,1,6,119.61
10028,3340,4,9,244.24
10029,3341,8,1,235.39
10030,3341,9,8,223.16
10031,3341,6,3,46.18
10032,3342,12,5,278.35
10033,3343,7,5,83.99
10034,3343,4,4,205.81
10035,3343,4,2,12.88
10036,3343,1,10,117.3
10037,3344,5,6,122.17
10038,3345,2,5,231.02
10039,3345,7,1,114.66
10040,3345,11,6,40.66
10041,3345,10,5,29.98
10042,3346,4,4,35.05
10043,3346,4,1,18.29
10044,3347,12,2,17.27
10045,3347,10,5,234.49
10046,3347,11,7,24.55
10047,3348,3,2,232.28
10048,3348,7,3,138.0
10049,3348,4,6,72.03
10050,3348,4,4,174.1
10051,3348,7,3,285.28
10052,3349,5,8,182.32
10053,3349,11,8,286.54
10054,3349,9,3,38.47
10055,3349,7,5,289.6
10056,3349,3,6,280.09
10057,3350,10,4,90.7
10058,3350,1,5,215.32
10059,3350,9,3,210.45
10060,3351,9,9,283.64
10061,3351,1,5,151.21
10062,3351,8,5,93.18
10063,3351,2,8,145.69
10064,3351,9,8,272.97
10065,3352,10,9,146.19
10066,3352,8,7,224.25
10067,3353,4,10,259.24
10068,3353,10,10,172.96
10069,3354,8,10,110.9
10070,3354,2,6,276.11
10071,3354,9,5,22.21
10072,3354,12,6,158.53
10073,3355,4,3,127.84
10074,3355,5,5,114.79
10075,3356,3,1,275.34
10076,3356,3,6,145.61
10077,3356,6,8,165.99
10078,3356,3,10,166.25
10079,3356,9,1,212.85
10080,3357,4,4,78.15
10081,3357,6,4,230.49
10082,3357,6,9,50.86
10083,3358,11,4,35.76
10084,3358,4,7,53.57
10085,3358,5,3,145.34
10086,3358,10,8,19.23
10087,3358,12,2,243.03
10088,3359,5,7,113.76
10089,3359,5,9,81.09
10090,3359,9,10,242.66
10091,3360,8,1,135.52
10092,3360,10,2,189.78
10093,3360,12,1,46.55
10094,3361,11,9,180.01
10095,3361,7,1,170.03
10096,3361,11,8,119.29
10097,3361,6,10,198.5
10098,3362,2,2,240.77
10099,3362,12,9,199.49
10100,3363,5,5,145.38
10101,3364,3,7,95.65
10102,3364,4,5,272.01
10103,3364,8,9,216.62
10104,3364,3,7,130.83
10105,3365,4,7,93.47
10106,3365,2,4,142.51
10107,3365,11,5,158.1
10108,3365,6,1,231.61
10109,3366,10,8,188.85
10110,3366,8,2,26.15
10111,3366,3,3,153.15
10112,3366,12,5,234.67
10113,3366,1,4,142.02
10114,3367,12,9,150.24
10115,3367,3,10,286.77
10116,3368,10,6,68.9
10117,3368,10,7,114.12
10118,3368,7,10,34.03
10119,3368,4,6,121.89
10120,3368,10,2,22.66
10121,3369,11,1,138.92
10122,3369,7,9,108.84
10123,3370,7,2,58.78
10124,3370,8,1,151.28
10125,3370,4,8,181.4
10126,3371,7,8,157.96
10127,3372,11,10,190.13
10128,3372,9,3,224.18
10129,3373,3,3,81.54
10130,3373,10,2,269.64
10131,3373,7,7,261.98
10132,3373,4,10,118.65
10133,3373,7,6,222.65
10134,3374,3,5,280.04
10135,3374,4,10,216.93
10136,3374,9,10,155.63
10137,3374,7,2,103.09
10138,3375,5,3,158.62
10139,3375,12,1,209.92
10140,3375,1,8,282.78
10141,3375,9,6,246.55
10142,3376,7,9,27.34
10143,3376,2,5,189.22
10144,3377,5,9,255.31
10145,3377,6,8,150.82
10146,3378,4,8,36.85
10147,3378,7,2,118.13
10148,3379,5,1,284.74
10149,3379,5,3,213.12
10150,3380,5,9,100.85
10151,3381,7,1,122.3
10152,3381,11,7,281.07
10153,3381,2,4,255.32
10154,3381,8,1,282.95
10155,3382,1,10,288.35
10156,3383,2,3,219.31
10157,3384,8,10,83.13
10158,3384,1,7,212.42
10159,3385,1,1,145.4
10160,3385,12,7,224.55
10161,3385,3,6,138.19
10162,3386,4,3,232.6
10163,3386,2,3,188.12
10164,3386,4,4,242.94
10165,3386,9,6,65.72
10166,3386,10,4,175.92
10167,3387,2,2,116.47
10168,3387,4,4,21.27
10169,3387,4,1,183.8
10170,3388,11,1,168.21
10171,3388,6,10,144.19
10172,3388,4,6,80.45
10173,3388,5,8,217.08
10174,3388,9,2,150.47
10175,3389,5,3,152.66
10176,3390,3,3,91.68
10177,3390,10,3,40.15
10178,3390,9,9,210.41
10179,3390,1,4,291.09
10180,3391,12,8,23.65
10181,3391,11,8,261.01
10182,3392,3,7,184.3
10183,3393,5,7,183.26
10184,3393,5,1,221.98
10185,3393,10,9,34.6
10186,3394,7,5,168.86
10187,3394,6,5,73.54
10188,3394,11,4,128.68
10189,3394,3,3,70.67
10190,3395,8,3,137.38
10191,3395,3,6,37.47
10192,3395,6,4,299.08
10193,3395,7,10,23.73
10194,3395,2,8,172.66
10195,3396,7,4,273.65
10196,3396,3,2,191.02
10197,3396,1,6,277.74
10198,3396,11,3,279.63
10199,3397,8,2,94.72
10200,3397,5,9,249.73
10201,3397,3,10,222.13
10202,3398,1,10,11.86
10203,3398,1,9,210.83
10204,3399,1,1,160.39
10205,3399,12,1,296.92
10206,3399,6,2,97.95
10207,3399,7,8,264.39
10208,3400,10,6,217.77
10209,3401,2,8,91.06
10210,3401,4,10,12.9
10211,3401,5,10,115.44
10212,3401,3,8,284.86
10213,3401,2,4,114.01
10214,3402,8,6,167.98
10215,3403,10,2,42.79
10216,3404,1,4,171.86
10217,3404,2,6,21.07
10218,3404,11,5,173.94
10219,3404,10,7,241.85
10220,3404,4,2,59.33
10221,3405,8,1,76.78
10222,3405,11,1,90.4
10223,3406,4,3,163.4
10224,3406,11,5,207.86
10225,3407,12,6,96.98
10226,3407,4,4,30.13
10227,3407,7,7,250.95
10228,3407,4,5,97.5
10229,3407,3,1,22.97
10230,3408,11,5,85.37
10231,3408,7,2,109.4
10232,3408,6,8,174.87
10233,3409,7,7,112.54
10234,3409,6,4,102.36
10235,3409,2,6,161.99
10236,3410,2,10,291.7
10237,3410,9,3,21.58
10238,3410,11,7,66.99
10239,3411,8,8,111.86
10240,3411,1,3,264.8
10241,3412,5,7,44.83
10242,3413,12,5,216.58
10243,3413,7,7,273.8
10244,3413,3,2,141.07
10245,3413,12,3,24.45
10246,3413,6,6,211.29
10247,3414,8,8,119.14
10248,3414,12,5,110.78
10249,3414,2,2,217.3
10250,3414,1,4,182.5
10251,3415,9,5,17.48
10252,3416,6,2,138.61
10253,3416,2,1,183.79
10254,3416,6,8,67.91
10255,3416,7,5,119.33
10256,3417,6,3,271.69
10257,3417,11,5,174.77
10258,3417,7,4,143.53
10259,3417,7,7,267.07
10260,3417,4,9,46.38
10261,3418,12,5,21.22
10262,3419,2,4,160.18
10263,3419,11,5,293.91
10264,3420,7,8,118.2
10265,3420,7,8,80.42
10266,3420,12,1,138.15
10267,3420,8,9,130.46
10268,3421,8,10,69.3
10269,3421,4,2,158.12
10270,3421,3,3,24.58
10271,3421,9,6,63.11
10272,3421,1,8,111.36
10273,3422,1,5,58.03
10274,3423,8,5,78.22
10275,3423,3,9,255.93
10276,3423,10,4,250.12
10277,3423,5,2,297.67
10278,3423,2,3,124.07
10279,3424,4,4,87.22
10280,3425,5,6,194.67
10281,3425,12,1,192.38
10282,3426,7,6,58.03
10283,3426,2,4,221.67
10284,3426,4,8,214.02
10285,3426,5,5,15.59
10286,3427,5,10,91.62
10287,3427,8,2,78.06
10288,3427,10,5,100.18
10289,3427,11,7,35.59
10290,3427,1,7,13.1
10291,3428,1,7,83.33
10292,3428,5,5,140.12
10293,3428,6,10,95.25
10294,3428,12,3,255.06
10295,3429,10,1,286.17
10296,3429,3,8,99.25
10297,3429,11,10,118.51
10298,3429,3,1,40.7
10299,3430,3,3,70.46
10300,3430,2,4,184.79
10301,3430,4,6,225.49
10302,3430,9,1,207.35
10303,3430,6,5,272.55
10304,3431,2,3,131.93
10305,3432,6,1,271.97
10306,3432,11,2,90.74
10307,3433,8,5,98.63
10308,3433,11,9,281.41
10309,3433,1,1,221.98
10310,3434,7,7,183.73
10311,3434,5,2,187.9
10312,3434,3,10,211.17
10313,3435,1,7,227.25
10314,3435,3,3,196.44
10315,3435,2,7,10.75
10316,3436,7,2,282.6
10317,3436,3,2,88.88
10318,3436,12,10,164.89
10319,3436,4,9,202.55
10320,3437,4,2,280.33
10321,3438,10,4,118.83
10322,3438,4,7,78.02
10323,3438,1,8,293.58
10324,3438,11,4,139.9
10325,3438,11,7,225.3
10326,3439,2,1,286.4
10327,3440,1,9,203.35
10328,3441,3,2,198.76
10329,3441,10,1,211.57
10330,3441,3,3,147.56
10331,3441,2,4,92.22
10332,3442,12,7,106.35
10333,3442,11,1,205.02
10334,3442,5,5,130.44
10335,3442,1,7,233.15
10336,3443,9,3,134.33
10337,3443,5,9,236.68
10338,3443,7,1,267.69
10339,3443,9,2,118.81
10340,3443,9,9,295.89
10341,3444,1,6,227.35
10342,3445,10,4,35.04
10343,3445,5,7,165.66
10344,3446,3,4,257.77
10345,3446,8,5,217.71
10346,3446,6,3,295.93
10347,3446,12,8,69.53
10348,3446,12,10,201.69
10349,3447,8,1,291.2
10350,3448,11,10,79.91
10351,3449,5,3,109.48
10352,3449,4,1,58.74
10353,3450,8,9,37.35
10354,3450,9,3,194.04
10355,3450,12,5,101.33
10356,3450,10,7,65.0
10357,3450,10,1,281.49
10358,3451,2,10,65.91
10359,3451,1,6,282.55
10360,3452,2,5,229.88
10361,3452,3,5,229.94
10362,3452,6,4,17.64
10363,3452,1,4,50.45
10364,3452,10,6,87.0
10365,3453,7,8,29.87
10366,3453,6,8,137.62
10367,3453,10,6,294.94
10368,3453,9,7,243.6
10369,3454,6,7,82.46
10370,3455,10,4,60.29
10371,3456,12,6,108.03
10372,3456,4,7,204.64
10373,3456,10,9,255.41
10374,3457,9,9,143.81
10375,3458,10,9,171.92
10376,3458,4,9,213.49
10377,3458,8,2,36.08
10378,3458,7,4,268.66
10379,3458,2,1,53.82
10380,3459,6,3,96.95
10381,3459,8,3,238.01
10382,3459,8,3,271.42
10383,3459,3,2,87.69
10384,3460,10,5,129.45
10385,3461,5,10,180.47
10386,3462,4,4,269.85
10387,3462,4,8,68.59
10388,3463,10,6,13.46
10389,3463,10,5,19.46
10390,3463,9,2,114.5
10391,3464,8,6,91.86
10392,3465,7,7,74.31
10393,3465,4,2,264.83
10394,3465,4,5,91.4
10395,3466,10,4,139.96
10396,3466,7,2,198.78
10397,3466,7,9,71.97
10398,3466,6,7,142.58
10399,3467,4,4,186.78
10400,3467,11,4,78.3
10401,3467,3,6,158.54
10402,3467,2,2,182.26
10403,3468,2,3,292.16
10404,3468,5,7,25.89
10405,3468,1,9,194.61
10406,3468,6,5,119.89
10407,3469,1,3,257.79
10408,3470,8,5,279.14
10409,3470,8,6,108.42
10410,3471,5,8,208.66
10411,3471,8,2,178.71
10412,3471,1,3,215.06
10413,3471,4,6,62.48
10414,3471,11,9,46.32
10415,3472,3,8,193.24
10416,3472,8,9,247.94
10417,3473,5,10,280.6
10418,3474,12,2,249.24
10419,3475,2,5,119.34
10420,3476,5,9,291.3
10421,3476,12,10,88.34
10422,3476,8,4,99.73
10423,3476,10,4,287.65
10424,3476,8,1,97.42
10425,3477,5,6,250.28
10426,3477,1,2,116.28
10427,3478,2,7,153.11
10428,3478,4,2,80.44
10429,3478,5,3,13.18
10430,3479,10,9,24.14
10431,3479,7,3,31.71
10432,3479,6,1,160.51
10433,3480,12,3,17.4
10434,3480,8,2,33.41
10435,3481,12,8,217.87
10436,3482,9,5,114.1
10437,3482,12,10,265.65
10438,3482,9,8,281.93
10439,3482,12,2,34.75
10440,3482,10,5,239.91
10441,3483,6,4,179.13
10442,3484,2,2,162.14
10443,3484,12,4,28.63
10444,3484,12,9,55.88
10445,3484,3,3,86.34
10446,3484,2,7,296.82
10447,3485,3,4,10.4
10448,3485,3,10,53.14
10449,3485,5,7,83.32
10450,3485,1,8,191.87
10451,3486,2,6,204.11
10452,3486,5,4,127.56
10453,3487,7,1,273.82
10454,3488,4,6,249.79
10455,3488,11,3,243.78
10456,3488,12,3,193.27
10457,3488,2,8,124.15
10458,3488,11,9,10.59
10459,3489,9,10,105.21
10460,3489,7,1,143.79
10461,3489,11,5,147.35
10462,3489,5,2,176.78
10463,3489,5,4,53.83
10464,3490,4,8,250.37
10465,3490,8,10,134.95
10466,3490,10,10,240.24
10467,3490,4,4,234.16
10468,3490,2,1,165.8
10469,3491,9,10,25.83
10470,3491,11,10,207.98
10471,3491,9,1,116.62
10472,3491,10,2,173.94
10473,3491,4,3,257.39
10474,3492,2,4,284.12
10475,3492,11,6,192.01
10476,3492,8,9,209.78
10477,3492,11,5,216.76
10478,3493,10,5,229.08
10479,3493,4,3,90.12
10480,3493,7,4,110.68
10481,3494,8,4,124.21
10482,3494,7,6,254.05
10483,3494,3,2,243.61
10484,3494,11,6,141.21
10485,3495,9,1,79.26
10486,3495,2,10,262.56
10487,3495,5,6,93.77
10488,3496,8,3,97.24
10489,3496,10,2,188.69
10490,3497,7,8,63.53
10491,3498,6,8,295.58
10492,3499,5,5,270.73
10493,3500,6,4,124.62
10494,3501,3,4,96.78
10495,3502,7,5,133.76
10496,3503,12,8,176.67
10497,3503,1,4,61.67
10498,3504,12,5,20.57
10499,3504,1,7,44.3
10500,3504,12,3,196.47
10501,3504,3,6,14.44
10502,3504,9,3,159.14
10503,3505,2,8,275.58
10504,3506,12,10,64.77
10505,3506,8,7,51.23
10506,3506,5,3,250.03
10507,3506,1,2,237.11
10508,3506,6,4,48.48
10509,3507,8,5,285.73
10510,3507,4,3,209.07
10511,3507,8,8,84.9
10512,3508,9,2,17.45
10513,3509,10,7,80.12
10514,3509,8,6,49.59
10515,3510,4,2,209.12
10516,3510,7,2,291.47
10517,3511,8,4,105.33
10518,3512,12,3,16.14
10519,3513,3,5,99.41
10520,3513,12,5,78.91
10521,3513,12,10,228.96
10522,3513,8,5,24.34
10523,3514,10,3,291.7
10524,3514,5,3,296.36
10525,3515,10,10,219.32
10526,3515,7,4,24.24
10527,3515,5,4,22.52
10528,3515,11,6,192.51
10529,3516,1,9,167.41
10530,3517,7,4,66.67
10531,3517,2,9,200.4
10532,3518,11,8,187.83
10533,3518,2,1,83.3
10534,3518,2,3,160.76
10535,3518,9,2,281.08
10536,3519,11,8,280.27
10537,3519,10,10,57.38
10538,3519,6,8,155.38
10539,3520,4,1,191.96
10540,3520,11,10,49.57
10541,3520,11,8,282.08
10542,3521,4,2,158.77
10543,3521,10,3,92.54
10544,3522,6,2,250.52
10545,3522,1,1,267.46
10546,3523,6,7,77.58
10547,3523,2,1,278.25
10548,3523,4,1,162.76
10549,3523,12,7,45.54
10550,3523,1,5,256.38
10551,3524,3,1,77.22
10552,3524,4,1,71.75
10553,3524,1,10,122.27
10554,3525,3,2,217.23
10555,3525,3,4,58.08
10556,3525,11,4,79.36
10557,3526,1,4,196.35
10558,3527,7,9,83.62
10559,3527,7,3,130.58
10560,3527,12,4,49.24
10561,3528,1,4,164.13
10562,3528,1,3,176.73
10563,3528,4,3,187.54
10564,3528,11,1,229.46
10565,3529,11,1,203.13
10566,3529,5,6,208.84
10567,3529,8,9,288.32
10568,3530,2,7,237.6
10569,3530,6,1,161.25
10570,3531,2,4,165.23
10571,3531,3,9,70.0
10572,3531,12,2,175.21
10573,3532,6,6,37.33
10574,3532,5,5,53.82
10575,3532,5,10,74.98
10576,3532,2,2,31.37
10577,3533,3,10,117.96
10578,3534,8,5,154.12
10579,3534,10,5,166.48
10580,3534,7,3,161.53
10581,3534,9,6,126.22
10582,3534,7,2,45.46
10583,3535,7,3,38.49
