InventarioID,ProductoID,Fecha del movimiento,Tipo de movimiento,Cantidad,ProveedorID
714,3,2024-07-08,Salida,22,12
715,8,2024-01-13,Entrada,12,25
716,5,2023-06-10,Salida,3,49
717,4,2022-10-15,Entrada,2,11
718,3,2023-02-22,Salida,62,15
719,1,2023-01-19,Salida,41,22
720,11,2024-02-22,Entrada,84,39
721,12,2022-12-27,Salida,16,17
722,11,2024-09-16,Salida,15,19
723,8,2024-03-31,Salida,46,6
724,6,2024-02-25,Entrada,58,12
725,11,2023-03-07,Salida,65,33
726,1,2024-08-22,Salida,19,44
727,2,2024-08-16,Salida,72,33
728,3,2023-12-01,Entrada,53,39
729,12,2024-06-22,Entrada,33,13
730,7,2024-02-09,Salida,91,30
731,4,2023-12-20,Salida,91,22
732,1,2024-04-26,Entrada,9,18
733,11,2022-11-11,Salida,17,42
734,10,2024-01-01,Salida,29,41
735,11,2022-11-02,Salida,29,23
736,12,2024-04-08,Entrada,51,19
737,4,2023-03-07,Salida,13,6
738,12,2024-06-05,Salida,88,2
739,8,2023-10-15,Salida,37,43
740,1,2022-11-04,Salida,94,41
741,6,2023-05-28,Entrada,27,40
742,9,2022-12-06,Entrada,22,34
743,6,2024-02-05,Salida,21,10
744,9,2023-12-20,Salida,28,24
745,8,2024-01-19,Salida,21,26
746,2,2022-11-26,Salida,83,20
747,6,2023-04-16,Entrada,93,34
748,2,2022-12-03,Salida,51,33
749,5,2022-12-28,Salida,75,37
750,11,2023-10-24,Salida,48,14
751,1,2024-07-10,Entrada,14,8
752,8,2023-01-17,Entrada,42,31
753,1,2024-04-30,Entrada,88,4
754,9,2024-04-30,Salida,44,4
755,7,2024-06-02,Salida,41,9
756,2,2023-06-10,Salida,85,29
757,8,2023-01-19,Salida,6,33
758,3,2024-05-29,Entrada,97,27
759,7,2022-11-19,Entrada,1,20
760,4,2023-05-27,Entrada,85,19
761,8,2023-11-09,Entrada,57,20
762,2,2022-11-30,Entrada,49,16
763,3,2023-10-23,Salida,43,34
764,9,2023-10-15,Entrada,63,42
765,4,2022-12-23,Entrada,92,45
766,9,2023-10-17,Entrada,14,41
767,3,2023-02-07,Salida,22,18
768,7,2024-07-20,Entrada,94,45
769,9,2024-03-26,Salida,54,11
770,10,2023-03-07,Entrada,66,3
771,12,2023-06-16,Salida,19,18
772,9,2022-10-24,Salida,26,46
773,6,2023-09-16,Salida,1,13
774,4,2024-09-30,Salida,17,20
775,6,2022-12-30,Entrada,44,25
776,7,2023-12-12,Entrada,79,20
777,6,2024-06-20,Salida,95,39
778,4,2024-02-25,Salida,63,21
779,12,2023-02-03,Entrada,63,47
780,11,2022-12-17,Entrada,72,29
781,8,2022-11-27,Entrada,71,9
782,6,2024-05-26,Salida,17,23
783,1,2023-10-22,Salida,49,27
784,9,2024-03-10,Entrada,11,22
785,12,2023-07-02,Entrada,12,19
786,5,2022-12-04,Salida,18,33
787,11,2024-06-17,Salida,35,32
788,8,2023-03-29,Entrada,74,49
789,11,2022-10-31,Salida,19,20
790,11,2023-04-26,Entrada,25,45
791,3,2022-10-30,Entrada,34,20
792,7,2023-07-22,Entrada,36,44
793,2,2023-04-15,Salida,66,16
794,1,2023-02-12,Entrada,61,6
795,2,2022-11-07,Salida,82,6
796,7,2022-11-17,Entrada,73,31
797,6,2023-10-13,Salida,94,6
798,6,2023-12-21,Salida,38,44
799,9,2022-12-15,Salida,73,9
800,10,2024-05-04,Entrada,15,50
801,5,2023-02-16,Salida,79,33
802,7,2024-07-04,Salida,7,16
803,1,2023-11-11,Salida,89,40
804,7,2024-03-24,Salida,1,37
805,12,2023-11-04,Salida,41,24
806,10,2023-07-17,Salida,86,48
807,8,2024-06-13,Salida,53,18
808,7,2024-05-18,Salida,24,31
809,7,2023-01-13,Salida,34,42
810,7,2023-01-13,Salida,57,27
811,7,2023-02-19,Entrada,78,38
812,9,2023-05-24,Salida,64,50
813,8,2023-06-02,Salida,81,50
814,11,2024-03-08,Entrada,49,25
815,6,2024-08-05,Entrada,79,13
816,7,2023-10-26,Entrada,62,13
817,10,2024-08-16,Entrada,27,43
818,4,2023-05-11,Entrada,30,36
819,9,2024-05-21,Salida,6,5
820,12,2023-09-22,Entrada,61,46
821,6,2024-05-06,Entrada,90,32
822,11,2023-03-26,Salida,33,5
823,5,2023-01-01,Salida,48,11
824,3,2024-06-03,Salida,28,45
825,2,2023-08-21,Salida,87,40
826,2,2022-12-31,Entrada,48,21
827,5,2023-01-07,Salida,24,24
828,8,2024-08-13,Salida,12,33
829,10,2023-06-29,Entrada,13,1
830,2,2023-07-28,Entrada,9,34
831,11,2024-04-15,Salida,91,39
832,7,2024-07-17,Salida,83,33
833,6,2023-09-05,Salida,53,32
834,4,2024-08-06,Entrada,85,7
835,7,2023-06-23,Entrada,15,16
836,3,2023-09-24,Salida,70,3
837,7,2023-07-03,Entrada,9,26
838,5,2024-04-11,Salida,16,43
839,1,2023-02-11,Entrada,45,22
840,2,2024-05-19,Salida,51,37
841,6,2024-02-26,Salida,90,20
842,8,2023-07-16,Salida,70,28
843,12,2023-04-21,Salida,47,26
844,6,2023-04-17,Salida,19,24
845,8,2024-05-27,Entrada,60,14
846,9,2023-05-15,Entrada,91,24
847,8,2023-01-01,Entrada,40,16
848,7,2022-10-19,Salida,65,10
849,2,2024-01-28,Entrada,53,3
850,5,2024-05-01,Salida,17,49
851,1,2023-04-22,Salida,57,8
852,10,2022-12-13,Entrada,8,21
853,8,2023-12-12,Entrada,30,37
854,3,2023-01-01,Salida,7,13
855,6,2024-07-19,Entrada,37,42
856,12,2022-11-16,Salida,56,12
857,8,2023-12-16,Entrada,90,33
858,3,2024-03-08,Salida,95,19
859,8,2022-12-08,Entrada,25,17
860,1,2024-03-01,Entrada,42,7
861,7,2024-06-06,Entrada,91,23
862,10,2023-01-21,Entrada,54,17
863,10,2024-04-01,Entrada,53,41
864,10,2023-06-04,Salida,17,13
865,4,2024-06-14,Entrada,83,2
866,3,2023-09-01,Salida,16,15
867,9,2024-05-22,Entrada,40,50
868,6,2023-12-09,Entrada,48,9
869,3,2022-12-10,Salida,25,44
870,1,2024-09-25,Entrada,21,35
871,12,2023-10-17,Salida,90,20
872,3,2023-04-06,Entrada,65,10
873,12,2023-09-18,Entrada,79,29
874,1,2024-06-08,Entrada,74,29
875,3,2023-08-26,Salida,44,36
876,4,2023-07-09,Salida,14,26
877,3,2024-06-28,Entrada,66,17
878,4,2024-08-27,Salida,1,12
879,7,2024-04-10,Salida,90,1
880,2,2024-09-06,Entrada,12,32
881,7,2023-01-02,Salida,89,2
882,4,2024-01-06,Salida,55,28
883,1,2023-06-24,Entrada,69,33
884,1,2023-08-12,Entrada,65,5
885,8,2023-11-17,Salida,12,28
886,1,2024-04-11,Entrada,89,41
887,8,2023-12-20,Entrada,85,17
888,10,2023-10-29,Entrada,60,2
889,6,2024-06-11,Salida,100,28
890,7,2023-01-18,Salida,64,17
891,3,2023-09-22,Entrada,34,6
892,2,2022-12-22,Salida,59,12
893,1,2023-03-13,Entrada,42,36
894,5,2024-07-06,Entrada,56,20
895,9,2023-08-28,Entrada,80,31
896,5,2023-12-30,Entrada,76,3
897,7,2023-09-17,Entrada,89,50
898,3,2023-06-18,Salida,89,13
899,3,2022-11-17,Entrada,17,17
900,2,2023-09-23,Salida,17,35
901,10,2024-09-11,Salida,50,8
902,2,2024-03-21,Entrada,48,8
903,11,2023-07-23,Salida,62,44
904,7,2023-08-04,Salida,7,15
905,12,2023-09-13,Salida,22,12
906,6,2022-12-02,Salida,89,16
907,4,2024-02-18,Entrada,36,17
908,11,2022-10-18,Salida,98,26
909,2,2023-09-21,Entrada,12,45
910,9,2023-10-20,Salida,74,23
911,5,2023-03-24,Entrada,55,11
912,9,2023-11-29,Salida,39,19
913,3,2023-07-13,Salida,27,43
914,2,2024-06-14,Entrada,35,6
915,5,2024-05-27,Salida,98,16
916,6,2024-07-03,Salida,82,16
917,4,2024-03-30,Entrada,77,44
918,11,2023-11-03,Entrada,25,8
919,2,2023-02-19,Salida,62,7
920,8,2023-01-18,Salida,43,38
921,4,2024-01-31,Salida,51,24
922,2,2023-03-11,Entrada,90,26
923,2,2024-06-20,Salida,72,25
924,11,2023-07-31,Salida,35,46
925,6,2023-10-03,Entrada,73,5
926,12,2024-09-12,Entrada,3,38
927,10,2022-11-09,Entrada,20,14
928,9,2024-06-29,Entrada,60,28
929,10,2023-10-03,Entrada,71,13
930,12,2024-06-17,Entrada,93,4
931,7,2024-09-02,Salida,59,25
932,1,2024-05-17,Entrada,49,13
933,11,2023-11-08,Entrada,44,23
934,2,2023-09-23,Entrada,46,16
935,9,2024-08-06,Salida,20,31
936,7,2023-11-24,Entrada,68,37
937,9,2024-08-26,Entrada,44,43
938,6,2023-02-25,Entrada,14,8
939,9,2023-06-01,Salida,95,45
940,8,2024-08-02,Entrada,38,13
941,7,2023-10-04,Salida,85,40
942,3,2023-12-27,Entrada,67,13
943,10,2024-10-10,Salida,89,19
944,10,2023-01-09,Entrada,22,31
945,6,2023-12-04,Entrada,90,4
946,1,2024-02-18,Entrada,43,1
947,2,2023-10-29,Entrada,56,11
948,11,2023-06-26,Salida,97,10
949,7,2023-04-28,Salida,44,8
950,11,2024-07-10,Salida,34,41
951,4,2023-02-18,Entrada,11,27
952,8,2022-10-30,Salida,10,42
953,5,2024-08-28,Entrada,16,12
954,12,2024-04-06,Entrada,11,28
955,9,2023-01-10,Salida,67,11
956,1,2024-09-14,Salida,37,40
957,5,2023-02-28,Salida,10,8
958,12,2024-04-18,Salida,6,48
959,8,2023-04-04,Salida,95,44
960,1,2023-09-29,Entrada,91,25
961,6,2023-07-12,Entrada,17,14
962,6,2024-07-30,Entrada,63,8
963,9,2023-03-15,Entrada,52,42
964,5,2023-01-31,Salida,53,20
965,2,2022-11-29,Salida,88,46
966,7,2023-03-16,Entrada,48,36
967,11,2024-08-25,Entrada,50,35
968,2,2024-05-03,Entrada,58,13
969,9,2023-04-04,Salida,42,26
970,3,2024-04-10,Entrada,39,33
971,11,2024-08-21,Salida,5,10
972,6,2024-05-11,Salida,96,25
973,7,2024-01-11,Salida,47,25
974,2,2024-03-29,Entrada,24,25
975,6,2024-07-17,Entrada,57,24
976,1,2023-06-05,Salida,27,20
977,3,2023-05-31,Salida,91,39
978,3,2023-05-28,Entrada,40,28
979,12,2024-10-04,Salida,79,48
980,7,2023-12-05,Entrada,54,40
981,9,2024-01-31,Salida,84,37
982,3,2023-03-24,Salida,67,9
983,8,2023-12-05,Entrada,63,28
984,6,2024-08-11,Entrada,99,10
985,7,2023-10-28,Salida,10,27
986,11,2023-03-11,Salida,13,28
987,10,2024-05-07,Entrada,39,4
988,6,2023-11-02,Salida,50,17
989,10,2024-06-17,Entrada,92,35
990,4,2024-09-30,Salida,71,40
991,9,2024-08-25,Entrada,21,25
992,2,2023-12-29,Salida,57,14
993,1,2023-03-26,Salida,86,13
994,7,2024-05-02,Salida,77,24
995,8,2024-04-15,Salida,10,33
996,6,2024-04-18,Salida,41,8
997,7,2024-08-25,Salida,77,27
998,3,2023-06-05,Salida,86,16
999,12,2023-03-25,Salida,87,37
1000,1,2023-04-06,Salida,36,49
1001,10,2024-06-28,Salida,64,28
1002,8,2022-12-10,Salida,97,45
1003,12,2023-10-16,Salida,64,45
1004,3,2023-07-18,Salida,34,16
1005,11,2023-03-08,Entrada,86,33
1006,5,2023-07-02,Salida,21,42
1007,11,2023-03-02,Entrada,71,33
1008,1,2023-10-04,Salida,18,17
1009,3,2024-09-14,Entrada,13,19
1010,3,2023-01-29,Entrada,29,29
1011,11,2022-12-11,Entrada,89,25
1012,6,2024-03-08,Entrada,79,32
1013,4,2024-09-13,Entrada,3,23
1014,3,2023-11-28,Entrada,97,49
1015,8,2024-02-11,Entrada,24,13
1016,8,2023-06-22,Entrada,96,32
1017,12,2022-11-23,Entrada,48,30
1018,10,2024-08-30,Entrada,80,34
1019,10,2022-12-09,Entrada,75,42
1020,12,2024-05-06,Salida,29,48
1021,6,2024-03-19,Salida,94,46
1022,8,2023-05-15,Salida,55,50
1023,11,2022-12-22,Salida,44,16
1024,3,2024-08-10,Salida,67,35
1025,7,2024-02-20,Salida,47,14
1026,10,2024-07-10,Entrada,2,19
1027,3,2024-05-11,Salida,2,42
1028,12,2022-10-27,Salida,3,13
1029,1,2024-07-14,Entrada,22,6
1030,7,2024-09-25,Salida,2,45
1031,10,2023-02-03,Entrada,15,4
1032,5,2024-05-05,Entrada,63,20
1033,11,2024-02-21,Salida,85,32
1034,5,2023-12-05,Salida,11,1
1035,1,2024-06-06,Salida,72,16
1036,11,2024-03-27,Salida,39,8
1037,11,2023-05-08,Entrada,97,29
1038,1,2022-10-31,Entrada,85,10
1039,12,2024-05-15,Entrada,55,49
1040,9,2023-11-20,Salida,69,16
1041,10,2022-11-09,Entrada,22,48
1042,12,2023-04-01,Salida,16,46
1043,8,2024-05-14,Entrada,48,5
1044,9,2024-05-04,Salida,55,2
1045,5,2024-09-06,Salida,84,48
1046,3,2024-06-18,Entrada,12,3
1047,8,2023-07-20,Salida,68,30
1048,1,2022-11-23,Entrada,22,16
1049,8,2024-02-15,Salida,95,9
1050,7,2023-10-19,Entrada,30,16
1051,8,2024-05-01,Entrada,39,47
1052,10,2023-08-09,Salida,92,45
1053,3,2023-07-28,Salida,9,23
1054,11,2024-09-17,Salida,84,31
1055,3,2023-12-30,Salida,87,43
1056,6,2024-10-05,Salida,31,25
1057,8,2023-07-06,Entrada,94,23
1058,5,2023-12-20,Entrada,23,38
1059,11,2024-08-25,Entrada,52,21
1060,6,2023-11-28,Salida,61,46
1061,3,2024-03-26,Entrada,94,21
1062,3,2024-07-12,Entrada,22,37
1063,9,2023-04-17,Entrada,61,41
1064,8,2024-01-26,Salida,57,20
1065,8,2024-06-06,Salida,42,47
1066,9,2023-12-24,Salida,25,39
1067,9,2024-05-21,Salida,52,8
1068,1,2024-05-29,Entrada,43,13
1069,11,2023-08-09,Salida,24,30
1070,12,2024-04-30,Entrada,68,10
1071,5,2023-03-13,Entrada,13,32
1072,2,2023-11-19,Entrada,25,27
1073,10,2024-05-24,Salida,17,44
1074,1,2023-05-19,Salida,38,3
1075,6,2023-10-19,Salida,80,5
1076,1,2022-12-20,Entrada,93,34
1077,3,2024-05-20,Salida,34,6
1078,11,2023-02-17,Salida,4,38
1079,12,2024-03-30,Salida,1,38
1080,7,2022-11-13,Salida,42,3
1081,2,2023-08-21,Entrada,86,13
1082,9,2024-02-20,Entrada,85,7
1083,3,2023-08-20,Entrada,93,45
1084,9,2024-06-25,Salida,60,17
1085,10,2023-08-29,Salida,68,22
1086,11,2023-04-30,Entrada,6,42
1087,11,2024-06-09,Salida,67,26
1088,4,2024-05-08,Entrada,34,47
1089,3,2023-03-08,Entrada,1,38
1090,12,2024-10-07,Entrada,73,25
1091,7,2023-01-13,Entrada,33,33
1092,3,2024-02-16,Entrada,3,21
1093,4,2023-10-25,Entrada,58,29
1094,8,2024-09-18,Salida,29,22
1095,4,2024-07-06,Salida,48,32
1096,12,2024-08-14,Entrada,71,3
1097,3,2022-10-24,Entrada,44,44
1098,9,2024-08-13,Salida,82,4
1099,10,2022-11-24,Salida,14,23
1100,12,2024-07-21,Entrada,57,31
1101,6,2024-09-29,Entrada,65,13
1102,7,2023-01-24,Salida,32,21
1103,1,2023-12-06,Entrada,34,9
1104,1,2024-03-27,Entrada,89,25
1105,4,2023-06-25,Entrada,34,27
1106,9,2023-07-03,Entrada,83,38
1107,7,2024-08-04,Salida,18,33
1108,8,2022-11-26,Salida,23,23
1109,7,2023-07-24,Salida,53,31
1110,10,2023-12-22,Entrada,8,6
1111,5,2023-07-28,Salida,7,16
1112,12,2024-06-09,Entrada,78,28
1113,12,2024-06-04,Salida,72,39
1114,5,2023-07-17,Salida,63,36
1115,4,2023-01-03,Salida,21,38
1116,3,2023-03-14,Salida,83,20
1117,4,2024-07-01,Entrada,30,11
1118,2,2023-07-07,Entrada,79,11
1119,7,2024-09-05,Salida,42,32
1120,11,2024-03-27,Salida,23,21
1121,10,2023-12-05,Entrada,48,32
1122,3,2024-06-01,Salida,16,6
1123,4,2023-04-06,Salida,51,35
1124,4,2024-08-10,Entrada,31,35
1125,10,2024-10-01,Salida,93,31
1126,2,2024-04-20,Entrada,9,13
1127,2,2024-04-28,Entrada,97,44
1128,2,2024-06-06,Entrada,76,16
1129,11,2023-07-29,Salida,65,3
1130,5,2024-06-22,Salida,45,32
1131,10,2024-02-06,Salida,50,26
1132,5,2024-08-19,Salida,82,15
1133,9,2024-05-17,Entrada,4,44
1134,2,2024-06-21,Entrada,65,21
1135,6,2024-06-12,Entrada,97,3
1136,12,2023-01-22,Salida,75,46
1137,5,2024-06-17,Salida,22,45
1138,4,2022-12-23,Entrada,68,1
1139,12,2023-09-21,Entrada,24,22
1140,2,2023-01-25,Entrada,69,33
1141,5,2024-05-19,Salida,5,3
1142,7,2022-11-19,Entrada,90,16
1143,7,2024-04-16,Salida,89,18
1144,4,2024-05-14,Entrada,31,6
1145,4,2024-03-22,Salida,8,24
1146,4,2024-03-08,Entrada,21,1
1147,8,2022-11-12,Entrada,32,27
1148,8,2023-04-12,Salida,54,24
1149,4,2023-10-21,Salida,55,34
1150,5,2022-11-28,Salida,88,11
1151,2,2023-08-23,Entrada,98,9
1152,1,2024-05-28,Salida,87,44
1153,4,2023-10-09,Entrada,30,47
1154,4,2023-06-21,Salida,71,39
1155,9,2024-04-03,Entrada,53,20
1156,11,2023-04-21,Salida,88,11
1157,9,2022-11-09,Entrada,22,11
1158,5,2023-10-30,Salida,33,13
1159,7,2024-04-30,Entrada,79,8
1160,10,2022-12-10,Salida,76,41
1161,10,2024-02-18,Salida,38,48
1162,1,2023-10-29,Salida,2,4
1163,7,2024-06-14,Entrada,84,48
1164,1,2023-04-19,Entrada,73,2
1165,8,2024-07-15,Entrada,8,1
1166,11,2023-12-24,Entrada,62,22
1167,11,2023-01-28,Entrada,97,48
1168,7,2024-10-07,Entrada,11,17
1169,1,2023-06-29,Salida,60,29
1170,12,2024-02-11,Salida,12,29
1171,2,2023-07-26,Entrada,3,50
1172,4,2023-04-29,Entrada,80,37
1173,8,2024-06-10,Entrada,33,39
1174,8,2024-04-12,Entrada,1,43
1175,10,2024-07-19,Entrada,9,23
1176,8,2024-01-21,Salida,34,36
1177,6,2024-03-06,Entrada,66,28
1178,3,2023-05-29,Entrada,92,19
1179,8,2023-07-21,Entrada,95,15
1180,10,2023-06-03,Salida,77,35
1181,1,2024-09-10,Salida,68,9
1182,12,2023-04-04,Entrada,47,5
1183,6,2024-09-18,Salida,54,36
1184,11,2023-04-16,Salida,78,8
1185,1,2023-07-03,Entrada,47,25
1186,9,2024-04-12,Salida,69,15
1187,9,2023-04-27,Entrada,2,19
1188,12,2024-07-19,Salida,9,17
1189,9,2024-09-22,Entrada,58,15
1190,1,2022-10-17,Entrada,57,49
1191,2,2024-09-06,Entrada,20,30
1192,9,2023-04-15,Salida,17,30
1193,1,2024-06-26,Entrada,22,45
1194,1,2023-05-30,Entrada,35,19
1195,7,2024-07-06,Entrada,96,46
1196,4,2023-07-20,Entrada,36,41
1197,3,2023-09-17,Entrada,48,34
1198,4,2023-12-13,Salida,89,17
1199,10,2024-08-15,Entrada,21,19
1200,5,2024-08-30,Entrada,9,38
1201,1,2023-06-11,Entrada,61,30
1202,2,2024-06-19,Entrada,39,19
1203,4,2023-04-18,Entrada,97,15
1204,10,2023-10-04,Entrada,75,44
1205,6,2023-04-24,Entrada,97,50
1206,4,2024-09-03,Salida,24,42
1207,10,2023-12-29,Salida,11,34
1208,2,2023-04-13,Entrada,31,43
1209,4,2023-07-15,Entrada,22,10
1210,8,2023-08-09,Entrada,98,42
1211,6,2023-09-28,Entrada,21,7
1212,7,2023-04-21,Salida,33,4
1213,6,2023-12-01,Entrada,13,2
1214,3,2024-03-13,Salida,22,9
1215,9,2023-02-09,Salida,80,41
1216,4,2023-02-01,Entrada,16,38
1217,11,2024-02-12,Entrada,22,3
1218,9,2023-10-17,Salida,13,17
1219,10,2023-11-13,Salida,94,20
1220,6,2023-07-26,Salida,26,29
1221,7,2024-06-09,Entrada,76,12
1222,12,2023-11-28,Salida,58,10
1223,6,2022-11-13,Entrada,90,25
1224,8,2022-10-24,Entrada,9,6
1225,6,2022-12-22,Salida,40,50
1226,12,2023-12-23,Entrada,28,3
1227,6,2023-03-26,Salida,92,1
1228,11,2023-05-22,Entrada,16,45
1229,12,2023-11-16,Entrada,93,10
1230,4,2023-01-06,Entrada,28,7
1231,11,2023-12-21,Salida,33,50
1232,5,2024-03-25,Salida,92,13
1233,6,2023-11-22,Salida,49,27
1234,5,2023-09-21,Entrada,32,24
1235,12,2023-10-23,Entrada,16,37
1236,11,2024-09-21,Entrada,35,33
1237,12,2022-12-28,Salida,93,7
1238,4,2022-12-10,Entrada,40,43
1239,8,2022-10-26,Salida,1,21
1240,10,2023-11-09,Salida,57,7
1241,11,2023-02-19,Entrada,50,28
1242,10,2024-01-16,Salida,41,4
1243,9,2023-11-16,Entrada,94,19
1244,12,2024-06-23,Salida,83,38
1245,7,2023-06-25,Entrada,85,5
1246,3,2023-07-08,Salida,55,16
1247,6,2024-02-06,Entrada,43,46
1248,6,2023-02-14,Salida,74,8
1249,1,2022-11-11,Entrada,86,9
1250,3,2023-01-24,Entrada,60,38
1251,3,2024-04-18,Entrada,91,21
1252,1,2022-10-27,Entrada,81,25
1253,6,2024-08-28,Salida,37,20
1254,12,2024-09-28,Entrada,99,40
1255,6,2023-09-11,Entrada,38,2
1256,5,2022-12-11,Entrada,55,50
1257,11,2024-03-28,Entrada,8,28
1258,5,2024-09-11,Salida,23,47
1259,10,2023-03-23,Entrada,36,23
1260,3,2023-01-18,Salida,17,27
1261,1,2024-09-16,Salida,62,44
1262,11,2023-05-08,Salida,71,6
1263,5,2023-08-14,Salida,51,40
1264,10,2022-12-10,Salida,30,7
1265,9,2023-05-16,Salida,52,12
1266,9,2024-07-22,Entrada,84,34
1267,5,2023-11-03,Entrada,13,13
1268,6,2024-09-17,Salida,15,23
1269,1,2024-03-01,Entrada,92,36
1270,6,2024-09-05,Entrada,71,21
1271,1,2023-09-24,Salida,44,20
1272,10,2023-08-30,Salida,61,29
1273,5,2023-05-06,Salida,74,50
1274,10,2024-02-09,Salida,14,46
1275,2,2023-04-10,Entrada,24,33
1276,10,2024-01-21,Entrada,71,7
1277,8,2024-09-19,Entrada,18,11
1278,3,2023-04-06,Salida,4,38
1279,10,2023-03-03,Salida,100,31
1280,6,2024-01-17,Salida,82,26
1281,7,2022-12-15,Salida,57,42
1282,6,2024-04-13,Salida,20,48
1283,9,2023-04-20,Salida,54,26
1284,4,2023-10-26,Entrada,53,3
1285,10,2023-12-11,Entrada,71,28
1286,2,2024-07-03,Salida,76,17
1287,6,2023-04-24,Salida,45,5
1288,4,2022-10-25,Salida,69,43
1289,4,2024-04-26,Salida,37,8
1290,12,2023-06-27,Salida,51,21
1291,3,2022-10-27,Salida,50,43
1292,12,2024-02-27,Salida,64,45
1293,2,2023-12-18,Entrada,22,41
1294,6,2022-12-29,Entrada,84,16
1295,3,2024-05-24,Salida,99,29
1296,5,2024-06-25,Salida,11,24
1297,2,2023-12-05,Salida,87,23
1298,3,2023-02-28,Entrada,82,46
1299,11,2022-12-16,Salida,68,27
1300,6,2024-04-02,Entrada,98,16
1301,1,2023-01-27,Salida,71,22
1302,5,2022-12-25,Entrada,15,5
1303,8,2024-09-12,Salida,26,14
1304,9,2024-07-15,Entrada,36,50
1305,4,2022-10-18,Salida,74,35
1306,4,2023-04-26,Salida,62,32
1307,12,2023-08-17,Salida,92,4
1308,6,2023-10-22,Entrada,88,12
1309,8,2024-03-01,Salida,10,46
1310,7,2023-07-09,Entrada,91,47
1311,11,2024-02-18,Entrada,49,41
1312,8,2024-03-12,Entrada,41,10
1313,10,2023-07-24,Salida,51,33
1314,3,2024-06-08,Entrada,3,25
1315,1,2022-12-27,Entrada,54,36
1316,1,2023-09-27,Entrada,85,18
1317,11,2023-10-20,Salida,95,14
1318,9,2023-01-17,Entrada,72,26
1319,2,2024-06-12,Salida,85,31
1320,6,2024-03-13,Entrada,48,33
1321,4,2023-10-19,Salida,29,29
1322,9,2024-04-17,Entrada,42,46
1323,10,2023-02-12,Entrada,80,26
1324,2,2024-09-26,Entrada,43,36
1325,10,2024-04-16,Salida,48,31
1326,2,2024-01-23,Entrada,21,35
1327,11,2023-04-18,Entrada,32,33
1328,10,2024-09-20,Entrada,91,13
1329,5,2023-10-04,Salida,46,35
1330,5,2023-01-25,Entrada,11,45
1331,6,2023-03-12,Entrada,8,22
1332,12,2023-05-01,Entrada,57,13
1333,9,2024-07-12,Salida,29,24
1334,4,2024-05-27,Salida,6,33
1335,5,2023-02-20,Salida,95,11
1336,1,2024-03-22,Salida,26,26
1337,3,2023-06-25,Salida,74,12
1338,1,2023-02-02,Salida,75,8
1339,5,2023-12-10,Entrada,34,29
1340,5,2023-06-03,Entrada,95,20
1341,1,2024-06-15,Salida,88,7
1342,5,2024-06-12,Salida,54,37
1343,6,2023-03-16,Salida,15,39
1344,2,2024-05-01,Salida,95,39
1345,7,2022-11-19,Salida,10,1
1346,6,2023-12-18,Entrada,72,5
1347,3,2024-05-19,Salida,2,21
1348,5,2024-01-04,Salida,70,37
1349,8,2023-10-08,Entrada,84,36
1350,5,2024-01-26,Salida,86,43
1351,2,2024-07-05,Salida,48,14
1352,7,2023-11-04,Entrada,68,23
1353,12,2023-01-06,Salida,82,21
1354,10,2023-12-27,Salida,30,4
1355,3,2024-04-14,Salida,72,34
1356,11,2022-11-20,Entrada,99,16
1357,12,2023-11-18,Salida,82,25
1358,7,2023-02-11,Salida,94,40
1359,5,2024-10-11,Salida,64,45
1360,7,2023-11-08,Entrada,48,23
1361,11,2022-12-01,Entrada,57,1
1362,5,2023-12-18,Entrada,22,24
1363,4,2023-04-26,Entrada,33,4
1364,11,2024-03-18,Salida,41,7
1365,9,2022-10-25,Entrada,49,31
1366,8,2023-07-02,Salida,12,27
1367,8,2023-03-18,Entrada,94,3
1368,8,2023-09-28,Salida,71,8
1369,2,2023-08-27,Entrada,21,16
1370,3,2024-03-03,Salida,35,38
1371,4,2023-01-05,Salida,61,40
1372,12,2022-12-18,Entrada,56,19
1373,1,2023-05-26,Entrada,28,9
1374,7,2023-06-17,Entrada,88,34
1375,7,2023-12-15,Salida,21,10
1376,8,2022-10-19,Salida,68,14
1377,7,2024-10-04,Salida,89,46
1378,9,2024-08-12,Salida,84,32
1379,3,2024-09-26,Entrada,46,6
1380,1,2023-06-11,Entrada,56,11
1381,12,2023-09-15,Salida,22,48
1382,12,2024-06-11,Entrada,74,5
1383,2,2023-05-06,Salida,49,47
1384,1,2024-03-28,Entrada,4,25
1385,4,2024-08-03,Entrada,55,12
1386,4,2023-03-13,Salida,100,28
1387,3,2023-10-15,Salida,59,13
1388,7,2024-01-27,Salida,70,18
1389,8,2023-11-09,Salida,7,6
1390,9,2024-06-29,Salida,53,11
1391,2,2023-07-04,Entrada,48,7
1392,5,2024-04-18,Salida,95,42
1393,10,2023-10-12,Salida,62,28
1394,10,2023-02-27,Salida,18,43
1395,9,2023-02-21,Salida,55,33
1396,2,2024-04-11,Salida,43,31
1397,2,2023-11-23,Entrada,60,29
1398,7,2024-01-26,Entrada,18,43
1399,3,2023-06-03,Entrada,57,13
1400,2,2023-01-04,Entrada,6,45
1401,12,2024-03-08,Salida,21,32
1402,12,2024-03-17,Salida,77,48
1403,5,2022-11-26,Salida,8,43
1404,5,2024-05-17,Salida,74,19
1405,1,2024-10-12,Salida,58,33
1406,6,2024-06-06,Entrada,19,30
1407,3,2023-04-18,Entrada,100,15
1408,11,2022-10-27,Entrada,23,11
