VentaID,ClienteID,Fecha de venta,Total de venta,Método de pago,Estado de entrega
1146,584,2024-09-22,283.78,Transferencia,Entregado
1147,735,2024-07-06,139.29,Tarjeta de crédito,Cancelado
1148,434,2023-04-04,372.24,Tarjeta de crédito,Cancelado
1149,924,2023-03-23,357.01,Transferencia,Pendiente
1150,142,2023-05-28,434.52,Transferencia,Entregado
1151,349,2024-08-07,255.22,Transferencia,Pendiente
1152,640,2023-05-06,353.45,Tarjeta de crédito,Pendiente
1153,312,2024-02-24,341.93,Transferencia,Cancelado
1154,406,2023-04-27,25.17,Tarjeta de crédito,Cancelado
1155,676,2023-01-19,31.65,Transferencia,Pendiente
1156,262,2022-12-22,425.44,Tarjeta de crédito,Pendiente
1157,173,2023-11-23,373.85,Efectivo,Entregado
1158,882,2023-07-16,437.53,Efectivo,Pendiente
1159,752,2024-05-29,337.88,Efectivo,Cancelado
1160,851,2024-05-23,358.63,Efectivo,Entregado
1161,364,2024-06-23,118.49,Transferencia,Entregado
1162,852,2023-05-13,180.54,Efectivo,Entregado
1163,965,2022-12-09,307.78,Transferencia,Entregado
1164,556,2023-05-09,325.77,Transferencia,Entregado
1165,22,2024-05-29,487.6,Tarjeta de crédito,Pendiente
1166,849,2024-08-28,184.51,Tarjeta de crédito,Cancelado
1167,564,2023-07-23,410.43,Tarjeta de crédito,Pendiente
1168,714,2023-10-06,330.03,Transferencia,Pendiente
1169,452,2024-03-24,178.77,Efectivo,Cancelado
1170,867,2023-12-13,496.48,Efectivo,Entregado
1171,631,2024-03-09,187.08,Transferencia,Pendiente
1172,552,2024-01-12,354.75,Transferencia,Pendiente
1173,170,2023-02-06,492.33,Efectivo,Entregado
1174,299,2023-07-20,285.99,Transferencia,Pendiente
1175,523,2024-01-15,373.24,Tarjeta de crédito,Cancelado
1176,997,2023-01-27,412.81,Efectivo,Pendiente
1177,924,2024-02-19,43.07,Transferencia,Entregado
1178,667,2024-09-16,226.5,Tarjeta de crédito,Entregado
1179,414,2023-01-22,127.31,Tarjeta de crédito,Pendiente
1180,107,2024-01-02,462.86,Tarjeta de crédito,Entregado
1181,511,2024-01-03,300.66,Transferencia,Cancelado
1182,816,2024-06-24,109.28,Transferencia,Entregado
1183,740,2024-04-28,126.66,Efectivo,Entregado
1184,240,2024-09-28,24.92,Tarjeta de crédito,Entregado
1185,374,2023-04-03,420.73,Transferencia,Cancelado
1186,358,2024-03-24,471.6,Tarjeta de crédito,Entregado
1187,724,2023-12-21,57.92,Transferencia,Pendiente
1188,542,2024-07-03,63.38,Tarjeta de crédito,Pendiente
1189,145,2023-07-21,31.83,Transferencia,Entregado
1190,769,2023-09-19,78.27,Tarjeta de crédito,Pendiente
1191,536,2023-02-08,317.64,Transferencia,Entregado
1192,916,2024-03-31,47.42,Efectivo,Cancelado
1193,886,2024-07-18,438.07,Tarjeta de crédito,Entregado
1194,89,2024-08-20,24.28,Transferencia,Cancelado
1195,537,2022-12-10,117.68,Transferencia,Pendiente
1196,154,2023-05-28,237.44,Tarjeta de crédito,Pendiente
1197,841,2023-01-08,265.12,Transferencia,Pendiente
1198,882,2024-06-12,425.51,Tarjeta de crédito,Cancelado
1199,61,2024-01-14,120.35,Transferencia,Cancelado
1200,487,2023-05-28,238.52,Transferencia,Pendiente
1201,979,2023-07-17,415.7,Transferencia,Cancelado
1202,729,2023-03-12,295.61,Transferencia,Entregado
1203,125,2023-08-27,422.26,Tarjeta de crédito,Entregado
1204,522,2022-12-29,304.43,Tarjeta de crédito,Cancelado
1205,449,2022-11-11,297.6,Tarjeta de crédito,Cancelado
1206,217,2024-02-07,188.34,Transferencia,Cancelado
1207,466,2023-05-13,407.37,Efectivo,Entregado
1208,850,2024-09-28,34.63,Tarjeta de crédito,Pendiente
1209,234,2023-06-29,118.36,Efectivo,Cancelado
1210,500,2023-10-11,158.87,Efectivo,Entregado
1211,823,2024-03-12,496.69,Transferencia,Pendiente
1212,126,2024-06-14,93.94,Tarjeta de crédito,Entregado
1213,336,2023-07-31,338.48,Efectivo,Cancelado
1214,695,2023-08-11,262.36,Efectivo,Entregado
1215,556,2024-07-28,332.02,Efectivo,Entregado
1216,63,2023-03-08,388.99,Tarjeta de crédito,Entregado
1217,589,2023-04-02,251.02,Tarjeta de crédito,Entregado
1218,515,2024-07-31,297.63,Transferencia,Entregado
1219,343,2024-05-01,21.52,Efectivo,Cancelado
1220,679,2024-05-27,489.59,Tarjeta de crédito,Cancelado
1221,418,2023-08-19,420.29,Transferencia,Cancelado
1222,642,2023-08-28,197.7,Efectivo,Entregado
1223,977,2023-03-03,444.29,Tarjeta de crédito,Cancelado
1224,124,2023-09-19,46.62,Efectivo,Entregado
1225,909,2024-09-16,61.32,Efectivo,Entregado
1226,975,2023-01-31,462.57,Efectivo,Cancelado
1227,801,2023-04-17,395.31,Efectivo,Cancelado
1228,523,2022-11-27,465.37,Tarjeta de crédito,Cancelado
1229,310,2024-07-08,348.18,Tarjeta de crédito,Cancelado
1230,290,2024-08-17,105.42,Transferencia,Pendiente
1231,507,2023-09-09,135.65,Efectivo,Pendiente
1232,464,2023-08-15,271.24,Tarjeta de crédito,Cancelado
1233,552,2022-11-14,56.12,Transferencia,Entregado
1234,772,2022-10-14,151.87,Tarjeta de crédito,Cancelado
1235,381,2023-01-03,354.91,Tarjeta de crédito,Entregado
1236,504,2024-06-25,348.33,Efectivo,Entregado
1237,792,2023-10-31,281.27,Transferencia,Cancelado
1238,888,2023-02-22,415.77,Efectivo,Pendiente
1239,715,2023-09-02,94.68,Efectivo,Entregado
1240,107,2023-01-08,466.23,Tarjeta de crédito,Entregado
1241,649,2024-01-27,257.72,Tarjeta de crédito,Cancelado
1242,762,2022-11-08,57.74,Efectivo,Entregado
1243,56,2024-08-21,174.22,Tarjeta de crédito,Entregado
1244,850,2023-11-20,396.82,Tarjeta de crédito,Entregado
1245,553,2024-02-15,382.41,Transferencia,Cancelado
1246,358,2023-12-08,322.42,Transferencia,Pendiente
1247,880,2024-07-14,283.61,Efectivo,Pendiente
1248,941,2024-01-19,117.67,Transferencia,Entregado
1249,741,2023-03-05,248.05,Transferencia,Entregado
1250,151,2024-03-01,147.22,Efectivo,Pendiente
1251,54,2024-08-06,456.98,Transferencia,Pendiente
1252,856,2023-08-30,127.46,Efectivo,Pendiente
1253,530,2024-09-15,312.56,Transferencia,Cancelado
1254,400,2022-10-29,483.52,Efectivo,Entregado
1255,926,2023-03-10,309.07,Efectivo,Cancelado
1256,4,2023-12-18,263.33,Transferencia,Pendiente
1257,708,2023-08-28,430.23,Tarjeta de crédito,Pendiente
1258,798,2022-12-27,480.1,Tarjeta de crédito,Entregado
1259,547,2024-01-02,431.09,Transferencia,Entregado
1260,242,2024-08-04,404.75,Transferencia,Cancelado
1261,858,2023-01-03,176.18,Tarjeta de crédito,Cancelado
1262,33,2023-10-03,120.92,Tarjeta de crédito,Entregado
1263,860,2023-03-30,379.81,Efectivo,Entregado
1264,339,2024-08-15,465.01,Tarjeta de crédito,Entregado
1265,648,2024-06-23,260.1,Tarjeta de crédito,Entregado
1266,939,2023-07-18,120.19,Efectivo,Pendiente
1267,628,2023-02-28,70.43,Tarjeta de crédito,Cancelado
1268,833,2024-02-03,261.96,Tarjeta de crédito,Pendiente
1269,132,2024-08-07,93.63,Transferencia,Pendiente
1270,142,2023-07-31,171.5,Efectivo,Pendiente
1271,913,2023-03-29,252.53,Tarjeta de crédito,Pendiente
1272,815,2024-07-26,74.66,Transferencia,Cancelado
1273,673,2022-11-25,154.54,Efectivo,Pendiente
1274,1,2023-01-02,476.42,Transferencia,Pendiente
1275,40,2024-08-30,320.62,Efectivo,Entregado
1276,526,2023-07-18,26.34,Tarjeta de crédito,Pendiente
1277,546,2024-02-25,413.95,Tarjeta de crédito,Entregado
1278,16,2023-08-23,219.99,Tarjeta de crédito,Pendiente
1279,386,2024-02-10,400.0,Efectivo,Cancelado
1280,238,2024-08-28,431.91,Transferencia,Pendiente
1281,66,2023-07-23,307.98,Transferencia,Cancelado
1282,287,2022-10-13,204.15,Tarjeta de crédito,Entregado
1283,657,2023-10-21,331.8,Tarjeta de crédito,Entregado
1284,911,2024-07-10,275.12,Efectivo,Entregado
1285,777,2024-04-13,138.57,Transferencia,Pendiente
1286,154,2023-07-30,467.67,Transferencia,Cancelado
1287,704,2022-12-30,101.29,Tarjeta de crédito,Pendiente
1288,388,2022-10-13,221.14,Efectivo,Pendiente
1289,548,2024-07-14,57.23,Efectivo,Pendiente
1290,973,2024-05-20,352.2,Efectivo,Pendiente
1291,638,2024-03-01,204.19,Efectivo,Entregado
1292,636,2024-01-21,336.45,Tarjeta de crédito,Pendiente
1293,151,2024-08-11,415.14,Tarjeta de crédito,Pendiente
1294,529,2023-09-21,485.39,Efectivo,Entregado
1295,771,2024-04-18,387.06,Tarjeta de crédito,Pendiente
1296,601,2023-03-09,472.79,Tarjeta de crédito,Pendiente
1297,148,2023-11-11,286.45,Efectivo,Cancelado
1298,567,2023-07-03,461.02,Transferencia,Entregado
1299,460,2024-07-10,119.94,Transferencia,Entregado
1300,60,2024-08-29,38.3,Efectivo,Entregado
1301,598,2024-04-12,82.3,Tarjeta de crédito,Entregado
1302,170,2024-09-11,416.42,Tarjeta de crédito,Cancelado
1303,469,2023-09-28,356.29,Tarjeta de crédito,Cancelado
1304,641,2023-09-02,360.27,Transferencia,Pendiente
1305,588,2022-11-22,470.17,Tarjeta de crédito,Pendiente
1306,62,2023-02-08,181.4,Transferencia,Pendiente
1307,466,2023-12-09,342.17,Tarjeta de crédito,Entregado
1308,884,2024-09-09,392.99,Efectivo,Pendiente
1309,769,2024-01-11,445.43,Transferencia,Entregado
1310,203,2023-03-27,301.38,Efectivo,Cancelado
1311,848,2024-04-07,194.39,Efectivo,Entregado
1312,133,2024-06-21,190.37,Tarjeta de crédito,Entregado
1313,628,2023-04-26,292.3,Tarjeta de crédito,Entregado
1314,918,2024-03-29,98.62,Efectivo,Entregado
1315,76,2024-02-21,464.07,Transferencia,Pendiente
1316,858,2024-09-07,59.27,Tarjeta de crédito,Cancelado
1317,95,2023-07-06,132.29,Efectivo,Pendiente
1318,168,2023-08-29,155.06,Tarjeta de crédito,Cancelado
1319,467,2023-05-21,274.04,Transferencia,Entregado
1320,28,2022-12-28,124.91,Efectivo,Entregado
1321,63,2023-04-09,355.68,Efectivo,Pendiente
1322,465,2024-02-29,439.29,Efectivo,Entregado
1323,615,2023-03-23,60.56,Tarjeta de crédito,Entregado
1324,504,2024-01-22,118.6,Efectivo,Cancelado
1325,212,2024-08-05,377.56,Tarjeta de crédito,Entregado
1326,92,2024-02-21,131.17,Transferencia,Cancelado
1327,410,2024-09-23,184.65,Transferencia,Cancelado
1328,710,2024-06-21,286.61,Efectivo,Pendiente
1329,546,2023-07-15,150.14,Transferencia,Pendiente
1330,857,2024-06-30,211.88,Tarjeta de crédito,Cancelado
1331,384,2023-08-26,417.71,Transferencia,Entregado
1332,396,2023-09-25,43.93,Efectivo,Cancelado
1333,962,2024-01-06,276.01,Transferencia,Entregado
1334,643,2024-02-11,159.01,Efectivo,Cancelado
1335,673,2023-08-19,70.07,Tarjeta de crédito,Cancelado
1336,472,2024-07-12,346.36,Efectivo,Pendiente
1337,454,2023-02-18,330.91,Transferencia,Cancelado
1338,167,2024-09-16,287.61,Transferencia,Cancelado
1339,48,2022-12-16,418.48,Efectivo,Pendiente
1340,820,2022-11-04,147.51,Tarjeta de crédito,Pendiente
1341,533,2022-11-25,478.89,Tarjeta de crédito,Cancelado
1342,642,2024-10-11,249.04,Tarjeta de crédito,Entregado
1343,848,2024-07-24,463.16,Efectivo,Pendiente
1344,72,2024-05-20,454.45,Efectivo,Cancelado
1345,898,2023-07-18,46.66,Efectivo,Pendiente
1346,549,2023-06-30,20.82,Tarjeta de crédito,Cancelado
1347,881,2023-07-10,444.93,Transferencia,Cancelado
1348,641,2023-05-11,183.43,Transferencia,Pendiente
1349,333,2024-06-16,460.74,Transferencia,Entregado
1350,895,2023-03-01,126.69,Transferencia,Pendiente
1351,726,2024-04-14,209.15,Efectivo,Cancelado
1352,603,2023-03-27,464.34,Tarjeta de crédito,Pendiente
1353,219,2024-02-22,332.37,Transferencia,Cancelado
1354,148,2023-01-15,252.31,Transferencia,Cancelado
1355,225,2022-12-15,346.35,Transferencia,Cancelado
1356,650,2023-11-25,259.92,Tarjeta de crédito,Entregado
1357,729,2023-01-22,416.39,Transferencia,Cancelado
1358,724,2022-10-25,462.44,Transferencia,Pendiente
1359,428,2023-04-16,241.28,Efectivo,Entregado
1360,333,2023-12-21,456.99,Tarjeta de crédito,Entregado
1361,282,2024-01-25,275.8,Tarjeta de crédito,Cancelado
1362,69,2023-04-27,282.76,Transferencia,Pendiente
1363,449,2023-02-08,342.65,Tarjeta de crédito,Pendiente
1364,763,2023-05-26,154.71,Tarjeta de crédito,Pendiente
1365,451,2023-02-14,310.58,Efectivo,Entregado
1366,841,2024-01-03,460.42,Efectivo,Pendiente
1367,963,2024-02-04,130.96,Transferencia,Pendiente
1368,309,2023-05-19,254.48,Efectivo,Cancelado
1369,652,2024-09-28,458.1,Tarjeta de crédito,Cancelado
1370,452,2022-12-02,336.4,Efectivo,Cancelado
1371,908,2023-02-08,492.6,Efectivo,Entregado
1372,920,2024-01-26,141.8,Transferencia,Pendiente
1373,276,2023-10-06,46.31,Tarjeta de crédito,Entregado
1374,578,2023-07-09,321.99,Tarjeta de crédito,Cancelado
1375,551,2024-09-02,486.55,Efectivo,Cancelado
1376,270,2023-05-17,451.97,Tarjeta de crédito,Entregado
1377,562,2023-03-05,274.04,Tarjeta de crédito,Cancelado
1378,672,2024-05-08,408.61,Tarjeta de crédito,Entregado
1379,922,2024-04-13,353.89,Efectivo,Entregado
1380,858,2024-09-30,181.19,Efectivo,Entregado
1381,1,2024-06-20,186.15,Efectivo,Cancelado
1382,470,2024-07-17,308.01,Tarjeta de crédito,Pendiente
1383,257,2024-08-26,45.15,Transferencia,Cancelado
1384,269,2024-05-15,49.81,Transferencia,Entregado
1385,20,2023-06-05,113.42,Transferencia,Entregado
1386,774,2023-02-03,260.22,Tarjeta de crédito,Pendiente
1387,931,2023-10-16,459.34,Tarjeta de crédito,Pendiente
1388,638,2023-03-18,111.59,Transferencia,Entregado
1389,56,2024-03-17,222.45,Transferencia,Pendiente
1390,708,2023-07-08,124.59,Transferencia,Cancelado
1391,411,2023-03-18,498.64,Efectivo,Entregado
1392,285,2023-10-09,147.86,Transferencia,Cancelado
1393,936,2024-02-14,289.76,Efectivo,Cancelado
1394,518,2024-02-28,380.17,Efectivo,Entregado
1395,662,2024-03-23,236.84,Tarjeta de crédito,Cancelado
1396,197,2022-11-12,151.34,Efectivo,Entregado
1397,625,2023-07-14,175.78,Transferencia,Entregado
1398,867,2023-09-06,271.99,Tarjeta de crédito,Entregado
1399,310,2024-06-16,412.68,Efectivo,Entregado
1400,813,2023-08-02,447.14,Tarjeta de crédito,Pendiente
1401,595,2024-04-20,385.45,Tarjeta de crédito,Entregado
1402,996,2024-05-30,167.14,Transferencia,Entregado
1403,66,2024-05-12,127.65,Efectivo,Pendiente
1404,164,2022-12-07,230.6,Tarjeta de crédito,Entregado
1405,997,2024-06-17,485.53,Tarjeta de crédito,Entregado
1406,676,2023-01-12,21.25,Transferencia,Entregado
1407,485,2024-06-28,79.24,Efectivo,Pendiente
1408,814,2024-04-30,274.95,Transferencia,Cancelado
1409,868,2023-11-25,93.78,Transferencia,Cancelado
1410,573,2023-01-13,341.88,Transferencia,Cancelado
1411,57,2023-12-02,315.65,Efectivo,Cancelado
1412,645,2022-12-09,47.38,Transferencia,Pendiente
1413,631,2023-11-30,439.02,Tarjeta de crédito,Cancelado
1414,370,2023-05-22,121.6,Tarjeta de crédito,Cancelado
1415,44,2024-06-05,473.55,Tarjeta de crédito,Entregado
1416,945,2022-10-19,303.38,Tarjeta de crédito,Pendiente
1417,374,2024-08-28,348.98,Transferencia,Cancelado
1418,74,2023-08-04,130.03,Efectivo,Entregado
1419,37,2022-12-21,120.73,Transferencia,Cancelado
1420,564,2023-11-17,244.24,Tarjeta de crédito,Entregado
1421,505,2023-05-22,219.11,Transferencia,Pendiente
1422,473,2024-02-29,413.77,Transferencia,Pendiente
1423,599,2022-11-12,29.08,Tarjeta de crédito,Entregado
1424,856,2023-12-19,75.84,Transferencia,Pendiente
1425,358,2024-03-15,202.55,Tarjeta de crédito,Pendiente
1426,440,2023-03-29,327.53,Efectivo,Entregado
1427,707,2023-10-11,97.19,Tarjeta de crédito,Pendiente
1428,719,2023-07-14,193.09,Tarjeta de crédito,Entregado
1429,146,2023-09-15,306.14,Transferencia,Pendiente
1430,460,2023-08-10,271.62,Transferencia,Entregado
1431,731,2022-10-26,480.26,Tarjeta de crédito,Entregado
1432,973,2024-06-29,365.58,Tarjeta de crédito,Cancelado
1433,86,2023-05-31,124.2,Transferencia,Cancelado
1434,129,2022-11-09,368.44,Transferencia,Cancelado
1435,637,2023-02-13,477.63,Transferencia,Cancelado
1436,683,2024-05-20,485.05,Efectivo,Pendiente
1437,606,2023-08-04,24.15,Efectivo,Cancelado
1438,974,2024-03-16,29.4,Transferencia,Cancelado
1439,422,2023-01-31,193.82,Transferencia,Entregado
1440,725,2023-12-18,280.13,Tarjeta de crédito,Pendiente
1441,388,2023-01-09,258.6,Transferencia,Cancelado
1442,895,2023-01-27,20.15,Tarjeta de crédito,Pendiente
1443,862,2023-06-14,418.39,Transferencia,Pendiente
1444,400,2023-03-31,154.8,Transferencia,Cancelado
1445,166,2022-12-13,63.08,Transferencia,Pendiente
1446,488,2023-12-23,270.57,Tarjeta de crédito,Cancelado
1447,638,2024-09-20,204.71,Tarjeta de crédito,Cancelado
1448,50,2024-06-01,214.54,Efectivo,Cancelado
1449,681,2023-07-30,177.43,Efectivo,Pendiente
1450,601,2023-10-13,422.32,Efectivo,Entregado
1451,249,2024-08-12,352.9,Efectivo,Entregado
1452,796,2023-09-15,110.44,Transferencia,Cancelado
1453,724,2024-02-17,205.85,Tarjeta de crédito,Pendiente
1454,260,2024-08-31,422.04,Efectivo,Cancelado
1455,215,2022-10-18,246.37,Efectivo,Cancelado
1456,22,2024-05-15,282.89,Transferencia,Entregado
1457,644,2024-08-05,269.54,Tarjeta de crédito,Cancelado
1458,668,2023-03-18,71.04,Transferencia,Pendiente
1459,488,2023-05-03,444.51,Transferencia,Entregado
1460,394,2024-07-28,50.08,Tarjeta de crédito,Entregado
1461,391,2023-10-03,32.54,Tarjeta de crédito,Entregado
1462,977,2024-07-31,33.04,Transferencia,Cancelado
1463,526,2023-01-23,215.2,Tarjeta de crédito,Cancelado
1464,40,2023-01-06,437.45,Tarjeta de crédito,Pendiente
1465,824,2024-07-22,308.72,Tarjeta de crédito,Pendiente
1466,364,2022-12-21,255.4,Transferencia,Entregado
1467,87,2024-01-09,477.26,Tarjeta de crédito,Entregado
1468,72,2024-05-14,301.33,Tarjeta de crédito,Entregado
1469,701,2023-10-25,214.47,Efectivo,Cancelado
1470,525,2023-04-25,328.34,Tarjeta de crédito,Pendiente
1471,15,2023-11-26,264.92,Tarjeta de crédito,Pendiente
1472,68,2023-04-18,224.18,Tarjeta de crédito,Entregado
1473,553,2023-03-23,461.12,Transferencia,Entregado
1474,2,2024-06-13,236.7,Transferencia,Cancelado
1475,177,2023-05-25,447.18,Efectivo,Cancelado
1476,696,2023-07-18,494.27,Tarjeta de crédito,Entregado
1477,490,2022-11-05,355.52,Tarjeta de crédito,Entregado
1478,868,2023-12-31,343.37,Transferencia,Cancelado
1479,498,2023-11-19,155.73,Transferencia,Entregado
1480,716,2024-06-09,466.87,Tarjeta de crédito,Pendiente
1481,236,2024-04-13,83.68,Tarjeta de crédito,Entregado
1482,332,2023-01-24,44.94,Transferencia,Pendiente
1483,862,2024-03-16,309.59,Efectivo,Entregado
1484,388,2022-11-20,323.22,Transferencia,Cancelado
1485,878,2023-05-03,288.79,Transferencia,Entregado
1486,214,2024-03-04,371.93,Efectivo,Pendiente
1487,541,2024-01-02,149.29,Tarjeta de crédito,Entregado
1488,646,2023-09-03,50.56,Tarjeta de crédito,Entregado
1489,73,2024-01-19,362.66,Transferencia,Cancelado
1490,438,2023-04-22,88.08,Tarjeta de crédito,Pendiente
1491,358,2023-08-19,436.23,Transferencia,Cancelado
1492,466,2024-02-25,415.91,Efectivo,Cancelado
1493,915,2024-09-30,141.78,Efectivo,Entregado
1494,631,2024-05-05,344.48,Efectivo,Pendiente
1495,739,2023-07-10,495.51,Tarjeta de crédito,Entregado
1496,995,2024-09-23,224.8,Tarjeta de crédito,Entregado
1497,842,2023-07-21,365.46,Efectivo,Pendiente
1498,815,2023-12-18,494.14,Efectivo,Cancelado
1499,267,2023-04-29,413.52,Efectivo,Cancelado
1500,309,2023-12-21,182.33,Efectivo,Entregado
1501,272,2024-03-28,384.53,Transferencia,Cancelado
1502,441,2023-12-14,354.86,Transferencia,Entregado
1503,406,2024-07-27,231.28,Efectivo,Entregado
1504,554,2024-04-25,343.47,Efectivo,Pendiente
1505,255,2024-09-16,298.98,Tarjeta de crédito,Pendiente
1506,836,2023-01-12,421.81,Tarjeta de crédito,Entregado
1507,531,2024-06-09,250.99,Efectivo,Cancelado
1508,262,2023-07-04,79.71,Transferencia,Entregado
1509,995,2023-02-12,329.13,Transferencia,Entregado
1510,584,2023-06-25,213.66,Transferencia,Cancelado
1511,5,2024-02-15,90.37,Transferencia,Cancelado
1512,331,2024-07-12,446.31,Tarjeta de crédito,Entregado
1513,431,2023-07-03,85.1,Transferencia,Cancelado
1514,799,2023-11-18,444.56,Tarjeta de crédito,Pendiente
1515,612,2024-09-18,381.02,Efectivo,Entregado
1516,762,2024-06-01,252.36,Tarjeta de crédito,Pendiente
1517,731,2022-12-17,118.89,Efectivo,Pendiente
1518,298,2023-03-17,230.76,Tarjeta de crédito,Entregado
1519,354,2022-12-24,304.32,Transferencia,Pendiente
1520,164,2024-05-01,118.6,Efectivo,Pendiente
1521,730,2023-01-13,139.11,Transferencia,Pendiente
1522,718,2023-06-28,286.97,Transferencia,Cancelado
1523,714,2023-11-19,83.03,Tarjeta de crédito,Entregado
1524,675,2023-11-29,275.81,Transferencia,Entregado
1525,716,2024-07-22,24.33,Tarjeta de crédito,Cancelado
1526,374,2024-07-15,244.08,Transferencia,Cancelado
1527,827,2024-08-29,460.46,Efectivo,Pendiente
1528,44,2023-02-11,490.86,Tarjeta de crédito,Entregado
1529,276,2024-09-10,464.93,Efectivo,Pendiente
1530,398,2023-02-26,378.05,Efectivo,Cancelado
1531,618,2022-11-15,343.18,Tarjeta de crédito,Entregado
1532,339,2024-08-20,171.85,Transferencia,Entregado
1533,479,2024-07-09,109.9,Tarjeta de crédito,Cancelado
1534,190,2023-03-28,473.7,Tarjeta de crédito,Entregado
1535,843,2024-01-06,320.18,Transferencia,Entregado
1536,4,2024-03-03,116.43,Efectivo,Entregado
1537,75,2024-09-21,391.77,Transferencia,Entregado
1538,262,2024-07-29,296.38,Transferencia,Pendiente
1539,924,2024-05-17,197.88,Transferencia,Cancelado
1540,241,2023-08-05,405.13,Transferencia,Cancelado
1541,593,2023-02-18,357.09,Tarjeta de crédito,Entregado
1542,748,2024-08-11,102.53,Transferencia,Pendiente
1543,488,2023-11-03,498.43,Tarjeta de crédito,Pendiente
1544,849,2024-02-29,307.1,Efectivo,Pendiente
1545,274,2024-06-30,408.56,Transferencia,Cancelado
1546,370,2022-12-02,381.21,Tarjeta de crédito,Entregado
1547,710,2024-09-04,24.91,Transferencia,Entregado
1548,509,2024-02-27,272.97,Tarjeta de crédito,Cancelado
1549,588,2024-02-02,142.19,Tarjeta de crédito,Cancelado
1550,301,2024-08-11,413.87,Transferencia,Entregado
1551,478,2024-03-09,122.89,Efectivo,Cancelado
1552,513,2023-01-08,458.18,Tarjeta de crédito,Cancelado
1553,967,2024-08-29,402.19,Tarjeta de crédito,Entregado
1554,337,2024-06-02,128.72,Tarjeta de crédito,Entregado
1555,473,2024-02-07,230.45,Tarjeta de crédito,Cancelado
1556,930,2023-09-17,437.81,Transferencia,Cancelado
1557,668,2024-04-25,232.03,Efectivo,Entregado
1558,949,2024-10-07,297.49,Transferencia,Pendiente
1559,976,2023-04-16,476.17,Transferencia,Pendiente
1560,888,2023-05-30,495.39,Transferencia,Entregado
1561,541,2023-04-13,53.83,Efectivo,Entregado
1562,986,2023-05-01,185.86,Transferencia,Entregado
1563,238,2022-12-05,498.88,Efectivo,Cancelado
1564,41,2022-10-28,393.83,Transferencia,Entregado
1565,420,2023-08-11,165.04,Efectivo,Cancelado
1566,917,2023-01-15,124.6,Efectivo,Pendiente
1567,568,2023-12-02,359.73,Transferencia,Pendiente
1568,768,2023-09-16,172.86,Efectivo,Entregado
1569,851,2024-04-01,142.29,Efectivo,Cancelado
1570,552,2022-10-30,136.49,Tarjeta de crédito,Cancelado
1571,986,2023-09-01,194.86,Transferencia,Cancelado
1572,203,2022-11-11,279.78,Transferencia,Entregado
1573,947,2023-10-12,363.75,Transferencia,Cancelado
1574,788,2024-08-27,183.84,Transferencia,Cancelado
1575,896,2024-02-01,389.81,Transferencia,Cancelado
1576,779,2023-05-18,60.95,Efectivo,Cancelado
1577,98,2024-03-28,385.42,Efectivo,Cancelado
1578,790,2023-08-17,119.8,Efectivo,Pendiente
1579,364,2023-07-09,425.06,Transferencia,Pendiente
1580,805,2023-04-01,49.4,Efectivo,Pendiente
1581,601,2024-04-01,225.69,Transferencia,Pendiente
1582,193,2024-06-13,200.93,Transferencia,Entregado
1583,860,2023-12-04,470.41,Efectivo,Entregado
1584,793,2023-02-27,325.96,Efectivo,Pendiente
1585,939,2024-04-15,259.95,Efectivo,Entregado
1586,874,2024-06-25,256.74,Transferencia,Pendiente
1587,382,2023-04-19,29.85,Efectivo,Entregado
1588,958,2023-10-13,77.96,Transferencia,Cancelado
1589,150,2023-05-31,106.84,Transferencia,Entregado
1590,85,2023-01-15,121.63,Tarjeta de crédito,Cancelado
1591,814,2024-05-26,230.49,Efectivo,Entregado
1592,958,2022-11-16,171.06,Tarjeta de crédito,Pendiente
1593,510,2023-02-15,268.45,Tarjeta de crédito,Cancelado
1594,673,2023-06-20,106.01,Tarjeta de crédito,Cancelado
1595,134,2024-04-06,348.02,Tarjeta de crédito,Cancelado
1596,496,2023-04-29,97.65,Tarjeta de crédito,Pendiente
1597,806,2024-06-16,496.82,Transferencia,Pendiente
1598,238,2024-01-28,130.05,Transferencia,Pendiente
1599,839,2023-05-09,55.05,Efectivo,Cancelado
1600,709,2024-07-02,493.47,Transferencia,Pendiente
1601,356,2023-08-05,344.74,Efectivo,Pendiente
1602,663,2023-05-18,287.68,Tarjeta de crédito,Pendiente
1603,266,2023-09-16,263.93,Tarjeta de crédito,Cancelado
1604,11,2023-10-22,278.62,Transferencia,Pendiente
1605,195,2023-01-09,331.73,Transferencia,Cancelado
1606,262,2023-07-17,218.18,Efectivo,Cancelado
1607,233,2024-01-20,288.57,Efectivo,Entregado
1608,168,2023-08-22,117.73,Tarjeta de crédito,Entregado
1609,61,2023-03-22,251.48,Transferencia,Pendiente
1610,897,2023-04-07,412.44,Efectivo,Entregado
1611,901,2023-01-10,308.45,Efectivo,Entregado
1612,585,2023-09-08,455.94,Efectivo,Cancelado
1613,321,2023-09-10,308.76,Efectivo,Pendiente
1614,481,2024-07-08,465.33,Tarjeta de crédito,Entregado
1615,662,2022-12-10,428.81,Efectivo,Pendiente
1616,281,2023-01-26,421.76,Tarjeta de crédito,Entregado
1617,877,2024-06-03,105.69,Tarjeta de crédito,Pendiente
1618,824,2023-10-17,108.57,Efectivo,Cancelado
1619,894,2022-11-21,66.98,Transferencia,Cancelado
1620,830,2022-10-27,269.09,Efectivo,Cancelado
